행정구역,총인구수,연령구간인구수,2020년12월_계_0~9세,2020년12월_계_10~19세,2020년12월_계_20~29세,2020년12월_계_30~39세,2020년12월_계_40~49세,2020년12월_계_50~59세,2020년12월_계_60~69세,2020년12월_계_70~79세,2020년12월_계_80~89세,2020년12월_계_90~99세,2020년12월_계_100세 이상
부산광역시 사상구 괘법동(2653062000),22045.0,22045.0,1089.0,1060.0,4021.0,3213.0,2730.0,4292.0,3601.0,1546.0,432.0,47.0,14.0
부산광역시 사상구 감전동(2653064500),13829.0,13829.0,522.0,711.0,1721.0,1629.0,1794.0,2839.0,2755.0,1373.0,422.0,55.0,8.0
부산광역시 사상구 주례제1동(2653065000),15551.0,15551.0,972.0,1121.0,2151.0,1832.0,2014.0,3148.0,2740.0,1147.0,375.0,49.0,2.0
부산광역시 사상구 주례제2동(2653066000),23455.0,23455.0,1473.0,1831.0,4107.0,3038.0,3448.0,3940.0,3318.0,1636.0,589.0,68.0,7.0
부산광역시 사상구 주례제3동(2653066100),13405.0,13405.0,747.0,1069.0,1810.0,1516.0,1805.0,2484.0,2376.0,1105.0,446.0,47.0,0.0
부산광역시 사상구 학장동(2653067000),28998.0,28998.0,1915.0,2277.0,3478.0,3493.0,4305.0,5401.0,5082.0,2215.0,742.0,84.0,6.0
부산광역시 사상구 엄궁동(2653068000),27988.0,27988.0,2306.0,2629.0,3675.0,3355.0,4534.0,5424.0,3947.0,1558.0,498.0,60.0,2.0
부산광역시 기장군 (2671000000),174545.0,174545.0,19153.0,17475.0,17066.0,24960.0,32215.0,24006.0,21398.0,12335.0,5150.0,744.0,43.0
부산광역시 기장군 기장읍(2671025000),53230.0,53230.0,3178.0,4470.0,6390.0,5599.0,8351.0,9430.0,8225.0,4994.0,2256.0,317.0,20.0
부산광역시 기장군 장안읍(2671025300),8657.0,8657.0,408.0,430.0,1029.0,1049.0,952.0,1556.0,1650.0,971.0,512.0,90.0,10.0
부산광역시 기장군 정관읍(2671025600),82029.0,82029.0,12288.0,10602.0,6695.0,13389.0,18454.0,8398.0,6897.0,3810.0,1313.0,178.0,5.0
부산광역시 기장군 일광면(2671031000),22549.0,22549.0,2878.0,1539.0,2213.0,4232.0,3451.0,3188.0,2862.0,1479.0,603.0,98.0,6.0
부산광역시 기장군 철마면(2671033000),8080.0,8080.0,401.0,434.0,739.0,691.0,1007.0,1434.0,1764.0,1081.0,466.0,61.0,2.0
대구광역시  (2700000000),2418346.0,2418346.0,178226.0,225898.0,321534.0,294310.0,383839.0,425479.0,325957.0,175276.0,77665.0,9429.0,733.0
대구광역시 중구 (2711000000),76547.0,76547.0,5142.0,5089.0,11864.0,10755.0,10766.0,11325.0,10227.0,7375.0,3413.0,488.0,103.0
대구광역시 중구 동인동(2711051700),8525.0,8525.0,316.0,487.0,1445.0,1151.0,1116.0,1323.0,1244.0,933.0,432.0,66.0,12.0
대구광역시 중구 삼덕동(2711054500),6736.0,6736.0,448.0,374.0,1880.0,1240.0,887.0,713.0,601.0,369.0,187.0,29.0,8.0
대구광역시 중구 성내1동(2711056500),5075.0,5075.0,168.0,229.0,1464.0,761.0,558.0,620.0,593.0,435.0,194.0,46.0,7.0
대구광역시 중구 성내2동(2711057500),4591.0,4591.0,135.0,200.0,816.0,542.0,505.0,757.0,779.0,567.0,231.0,45.0,14.0
대구광역시 중구 성내3동(2711058500),5158.0,5158.0,585.0,221.0,629.0,1038.0,698.0,724.0,655.0,404.0,174.0,25.0,5.0
대구광역시 중구 대신동(2711059500),8094.0,8094.0,875.0,558.0,821.0,1379.0,1176.0,1209.0,1077.0,667.0,281.0,39.0,12.0
대구광역시 중구 남산1동(2711064000),5097.0,5097.0,280.0,312.0,873.0,649.0,664.0,801.0,702.0,541.0,256.0,17.0,2.0
대구광역시 중구 남산2동(2711065000),4323.0,4323.0,261.0,273.0,656.0,623.0,595.0,676.0,538.0,444.0,211.0,32.0,14.0
대구광역시 중구 남산3동(2711066000),7041.0,7041.0,575.0,540.0,701.0,935.0,1142.0,1085.0,984.0,714.0,323.0,37.0,5.0
대구광역시 중구 남산4동(2711067000),11859.0,11859.0,894.0,1078.0,1317.0,1357.0,1888.0,1803.0,1711.0,1166.0,566.0,69.0,10.0
대구광역시 중구 대봉1동(2711068000),7654.0,7654.0,526.0,662.0,1009.0,877.0,1183.0,1226.0,955.0,745.0,405.0,58.0,8.0
대구광역시 중구 대봉2동(2711069000),2394.0,2394.0,79.0,155.0,253.0,203.0,354.0,388.0,388.0,390.0,153.0,25.0,6.0
대구광역시 동구 (2714000000),341920.0,341920.0,25193.0,26566.0,41684.0,43821.0,51410.0,56998.0,51418.0,30211.0,13013.0,1481.0,125.0
대구광역시 동구 신암1동(2714051000),7684.0,7684.0,282.0,440.0,883.0,685.0,969.0,1358.0,1417.0,1064.0,524.0,57.0,5.0
대구광역시 동구 신암2동(2714052000),10673.0,10673.0,1038.0,838.0,1004.0,1441.0,1844.0,1547.0,1412.0,1029.0,455.0,54.0,11.0
대구광역시 동구 신암3동(2714053000),9821.0,9821.0,890.0,650.0,1105.0,1544.0,1357.0,1524.0,1443.0,879.0,381.0,46.0,2.0
대구광역시 동구 신암4동(2714054000),13001.0,13001.0,411.0,703.0,1886.0,1468.0,1732.0,2573.0,2316.0,1326.0,512.0,65.0,9.0
대구광역시 동구 신암5동(2714054100),6572.0,6572.0,227.0,403.0,804.0,565.0,862.0,1224.0,1275.0,812.0,367.0,29.0,4.0
대구광역시 동구 신천1.2동(2714055500),13210.0,13210.0,767.0,902.0,1538.0,1542.0,1908.0,2221.0,2111.0,1469.0,677.0,68.0,7.0
대구광역시 동구 신천3동(2714057000),12460.0,12460.0,914.0,1032.0,1636.0,1541.0,1951.0,2190.0,1675.0,976.0,481.0,55.0,9.0
대구광역시 동구 신천4동(2714058000),7492.0,7492.0,159.0,364.0,1278.0,1045.0,996.0,1296.0,1252.0,732.0,333.0,32.0,5.0
대구광역시 동구 효목1동(2714059000),14171.0,14171.0,539.0,839.0,1848.0,1424.0,1733.0,2581.0,2648.0,1738.0,736.0,74.0,11.0
대구광역시 동구 효목2동(2714060000),14038.0,14038.0,696.0,983.0,1762.0,1575.0,1997.0,2361.0,2468.0,1464.0,640.0,81.0,11.0
대구광역시 동구 도평동(2714061500),4183.0,4183.0,194.0,255.0,612.0,461.0,496.0,727.0,727.0,469.0,219.0,23.0,0.0
대구광역시 동구 불로.봉무동(2714062000),21729.0,21729.0,2284.0,2302.0,2269.0,2858.0,3988.0,3298.0,2713.0,1389.0,547.0,77.0,4.0
대구광역시 동구 지저동(2714064000),14949.0,14949.0,688.0,941.0,1980.0,1566.0,1825.0,2951.0,2829.0,1507.0,598.0,59.0,5.0
대구광역시 동구 동촌동(2714065500),15919.0,15919.0,855.0,942.0,2155.0,1918.0,2059.0,2981.0,2714.0,1568.0,656.0,69.0,2.0
대구광역시 동구 방촌동(2714067000),18274.0,18274.0,873.0,1287.0,2383.0,1773.0,2279.0,3558.0,3284.0,1878.0,871.0,83.0,5.0
대구광역시 동구 해안동(2714068500),15214.0,15214.0,747.0,920.0,1884.0,1597.0,1953.0,2802.0,2789.0,1721.0,718.0,81.0,2.0
대구광역시 동구 안심1동(2714072000),43500.0,43500.0,3808.0,3707.0,5298.0,5709.0,6853.0,7041.0,6271.0,3197.0,1426.0,183.0,7.0
대구광역시 동구 안심2동(2714073000),11343.0,11343.0,644.0,664.0,1443.0,1399.0,1463.0,2203.0,1939.0,1108.0,420.0,55.0,5.0
대구광역시 동구 안심3동(2714074200),21359.0,21359.0,2486.0,2675.0,2176.0,3129.0,4222.0,2872.0,1969.0,1265.0,505.0,58.0,2.0
대구광역시 동구 안심4동(2714074700),29482.0,29482.0,2572.0,2968.0,3871.0,4168.0,4947.0,4652.0,3591.0,1896.0,736.0,73.0,8.0
대구광역시 동구 혁신동(2714075500),18878.0,18878.0,3084.0,1469.0,2019.0,4608.0,3500.0,1742.0,1513.0,676.0,230.0,35.0,2.0
대구광역시 동구 공산동(2714076000),17968.0,17968.0,1035.0,1282.0,1850.0,1805.0,2476.0,3296.0,3062.0,2048.0,981.0,124.0,9.0
대구광역시 서구 (2717000000),170700.0,170700.0,7564.0,10862.0,21673.0,17443.0,22825.0,34321.0,31085.0,17173.0,6896.0,755.0,103.0
대구광역시 서구 내당1동(2717051000),8634.0,8634.0,326.0,492.0,1331.0,944.0,1073.0,1682.0,1553.0,839.0,353.0,32.0,9.0
대구광역시 서구 내당2.3동(2717052500),10149.0,10149.0,319.0,537.0,1291.0,953.0,1298.0,1993.0,1951.0,1239.0,516.0,45.0,7.0
대구광역시 서구 내당4동(2717054000),16963.0,16963.0,718.0,1241.0,2435.0,1968.0,2265.0,3138.0,2921.0,1569.0,625.0,81.0,2.0
대구광역시 서구 비산1동(2717055000),9811.0,9811.0,306.0,632.0,1164.0,851.0,1344.0,2112.0,1810.0,1106.0,430.0,48.0,8.0
대구광역시 서구 비산2.3동(2717056500),9650.0,9650.0,293.0,480.0,1044.0,792.0,1135.0,1932.0,1930.0,1371.0,592.0,61.0,20.0
대구광역시 서구 비산4동(2717058000),10037.0,10037.0,387.0,605.0,1300.0,971.0,1289.0,2031.0,1917.0,1045.0,440.0,41.0,11.0
대구광역시 서구 비산5동(2717059000),6383.0,6383.0,196.0,343.0,662.0,612.0,777.0,1301.0,1285.0,833.0,342.0,31.0,1.0
대구광역시 서구 비산6동(2717060000),7848.0,7848.0,220.0,501.0,1023.0,696.0,1014.0,1681.0,1504.0,823.0,348.0,31.0,7.0
대구광역시 서구 비산7동(2717061000),11087.0,11087.0,403.0,589.0,1336.0,1050.0,1452.0,2442.0,2116.0,1224.0,437.0,34.0,4.0
대구광역시 서구 평리1동(2717062000),7980.0,7980.0,305.0,472.0,1037.0,746.0,1036.0,1648.0,1486.0,828.0,377.0,39.0,6.0
대구광역시 서구 평리2동(2717063000),8158.0,8158.0,615.0,591.0,922.0,969.0,1224.0,1472.0,1368.0,706.0,264.0,26.0,1.0
대구광역시 서구 평리3동(2717064000),10134.0,10134.0,361.0,604.0,1297.0,989.0,1325.0,2220.0,1885.0,1017.0,392.0,41.0,3.0
대구광역시 서구 평리4동(2717065000),18310.0,18310.0,1323.0,1230.0,2316.0,2305.0,2613.0,3528.0,2955.0,1418.0,534.0,84.0,4.0
대구광역시 서구 평리5동(2717066000),1829.0,1829.0,75.0,108.0,225.0,183.0,241.0,375.0,352.0,198.0,61.0,5.0,6.0
대구광역시 서구 평리6동(2717066100),5257.0,5257.0,155.0,330.0,632.0,481.0,657.0,1160.0,1100.0,505.0,215.0,22.0,0.0
대구광역시 서구 상중이동(2717067500),20568.0,20568.0,1294.0,1689.0,2676.0,2206.0,3015.0,4000.0,3472.0,1537.0,570.0,95.0,14.0
대구광역시 서구 원대동(2717069500),7902.0,7902.0,268.0,418.0,982.0,727.0,1067.0,1606.0,1480.0,915.0,400.0,39.0,0.0
대구광역시 남구 (2720000000),146632.0,146632.0,6821.0,9419.0,20457.0,17178.0,20403.0,24967.0,23994.0,15135.0,7232.0,939.0,87.0
대구광역시 남구 이천동(2720051500),12358.0,12358.0,776.0,1050.0,1219.0,1309.0,1987.0,1977.0,1752.0,1396.0,758.0,125.0,9.0
대구광역시 남구 봉덕1동(2720053000),9285.0,9285.0,379.0,520.0,1146.0,1151.0,1353.0,1638.0,1521.0,953.0,559.0,59.0,6.0
대구광역시 남구 봉덕2동(2720054000),12072.0,12072.0,838.0,980.0,1251.0,1348.0,1696.0,2021.0,1973.0,1201.0,660.0,97.0,7.0
대구광역시 남구 봉덕3동(2720055000),17249.0,17249.0,850.0,1355.0,2108.0,1888.0,2559.0,2958.0,2820.0,1700.0,890.0,109.0,12.0
대구광역시 남구 대명1동(2720056000),11644.0,11644.0,524.0,744.0,1807.0,1421.0,1601.0,2051.0,1861.0,1103.0,457.0,72.0,3.0
대구광역시 남구 대명2동(2720057100),10805.0,10805.0,382.0,632.0,2037.0,1338.0,1395.0,1695.0,1615.0,1116.0,526.0,62.0,7.0
대구광역시 남구 대명3동(2720058600),11062.0,11062.0,371.0,627.0,1518.0,1155.0,1498.0,1996.0,1988.0,1299.0,534.0,66.0,10.0
대구광역시 남구 대명4동(2720059000),11254.0,11254.0,475.0,630.0,1660.0,1213.0,1399.0,2022.0,2090.0,1213.0,488.0,56.0,8.0
대구광역시 남구 대명5동(2720060000),7400.0,7400.0,264.0,412.0,1431.0,878.0,897.0,1184.0,1143.0,767.0,377.0,42.0,5.0
대구광역시 남구 대명6동(2720061000),9643.0,9643.0,546.0,625.0,1408.0,1292.0,1439.0,1570.0,1426.0,868.0,410.0,54.0,5.0
대구광역시 남구 대명9동(2720064000),16002.0,16002.0,774.0,908.0,2455.0,2153.0,2335.0,2703.0,2407.0,1521.0,639.0,97.0,10.0
대구광역시 남구 대명10동(2720065000),9346.0,9346.0,338.0,486.0,1380.0,1111.0,1206.0,1623.0,1677.0,991.0,481.0,51.0,2.0
대구광역시 남구 대명11동(2720066000),8512.0,8512.0,304.0,450.0,1037.0,921.0,1038.0,1529.0,1721.0,1007.0,453.0,49.0,3.0
대구광역시 북구 (2723000000),440263.0,440263.0,34031.0,43304.0,62136.0,54010.0,72657.0,78202.0,53923.0,28316.0,12187.0,1403.0,94.0
대구광역시 북구 고성동(2723051000),4971.0,4971.0,341.0,362.0,562.0,677.0,718.0,798.0,785.0,500.0,193.0,30.0,5.0
대구광역시 북구 칠성동(2723052600),23524.0,23524.0,2384.0,2055.0,2870.0,3688.0,4057.0,3264.0,2670.0,1623.0,790.0,111.0,12.0
대구광역시 북구 침산1동(2723055000),4256.0,4256.0,174.0,216.0,482.0,462.0,489.0,921.0,886.0,429.0,166.0,30.0,1.0
대구광역시 북구 침산2동(2723056000),19399.0,19399.0,2244.0,2265.0,2142.0,2805.0,3719.0,2806.0,1883.0,1040.0,440.0,50.0,5.0
대구광역시 북구 침산3동(2723057000),20393.0,20393.0,1735.0,2280.0,2434.0,2374.0,3507.0,3493.0,2368.0,1489.0,647.0,61.0,5.0
대구광역시 북구 산격1동(2723061000),9572.0,9572.0,257.0,476.0,1033.0,749.0,1155.0,1930.0,2001.0,1325.0,598.0,43.0,5.0
대구광역시 북구 산격2동(2723062000),11140.0,11140.0,611.0,909.0,1657.0,1186.0,1480.0,2295.0,1699.0,889.0,370.0,43.0,1.0
대구광역시 북구 산격3동(2723063000),9175.0,9175.0,294.0,457.0,2559.0,1160.0,1054.0,1297.0,1218.0,757.0,337.0,39.0,3.0
대구광역시 북구 산격4동(2723063100),8649.0,8649.0,314.0,491.0,1284.0,1043.0,1030.0,1578.0,1575.0,922.0,373.0,39.0,0.0
대구광역시 북구 대현동(2723064500),18533.0,18533.0,1210.0,1176.0,2908.0,2183.0,2672.0,2965.0,2726.0,1762.0,804.0,110.0,17.0
대구광역시 북구 복현1동(2723067100),7667.0,7667.0,178.0,352.0,2364.0,1029.0,824.0,1202.0,1017.0,483.0,194.0,23.0,1.0
대구광역시 북구 복현2동(2723067200),28772.0,28772.0,2261.0,3032.0,4143.0,3586.0,4687.0,5112.0,3611.0,1543.0,689.0,103.0,5.0
대구광역시 북구 검단동(2723068000),6761.0,6761.0,319.0,428.0,750.0,821.0,912.0,1245.0,1263.0,698.0,300.0,24.0,1.0
대구광역시 북구 무태조야동(2723069500),36690.0,36690.0,3537.0,3963.0,4202.0,4873.0,7036.0,6219.0,4120.0,1972.0,676.0,90.0,2.0
대구광역시 북구 관문동(2723071500),37371.0,37371.0,4565.0,3161.0,3955.0,6461.0,6442.0,5914.0,4231.0,1883.0,673.0,81.0,5.0
대구광역시 북구 태전1동(2723072500),22376.0,22376.0,1377.0,1773.0,3812.0,2647.0,3182.0,4229.0,3060.0,1501.0,708.0,85.0,2.0
대구광역시 북구 태전2동(2723073500),25104.0,25104.0,1639.0,2511.0,3735.0,2784.0,4012.0,4753.0,3306.0,1657.0,621.0,84.0,2.0
대구광역시 북구 구암동(2723074500),36509.0,36509.0,2700.0,5047.0,5410.0,3489.0,6875.0,7201.0,3314.0,1629.0,751.0,91.0,2.0
대구광역시 북구 관음동(2723075000),17166.0,17166.0,970.0,1605.0,2457.0,1644.0,2561.0,3551.0,2611.0,1135.0,576.0,53.0,3.0
대구광역시 북구 읍내동(2723077000),26950.0,26950.0,1714.0,2485.0,4341.0,3094.0,3811.0,5450.0,3566.0,1595.0,812.0,76.0,6.0
대구광역시 북구 동천동(2723078000),29099.0,29099.0,2365.0,4463.0,4179.0,2863.0,6092.0,5393.0,1969.0,1141.0,597.0,36.0,1.0
대구광역시 북구 노원동(2723079000),12100.0,12100.0,625.0,628.0,1381.0,1579.0,1625.0,2409.0,2194.0,1250.0,362.0,39.0,8.0
대구광역시 북구 국우동(2723080000),24086.0,24086.0,2217.0,3169.0,3476.0,2813.0,4717.0,4177.0,1850.0,1093.0,510.0,62.0,2.0
대구광역시 수성구 (2726000000),424314.0,424314.0,29784.0,51495.0,55403.0,42826.0,72866.0,75151.0,52132.0,28773.0,13943.0,1841.0,100.0
대구광역시 수성구 범어1동(2726051000),16384.0,16384.0,1316.0,2137.0,2083.0,1587.0,2922.0,2880.0,1753.0,1097.0,545.0,58.0,6.0
대구광역시 수성구 범어2동(2726052000),16048.0,16048.0,1121.0,1835.0,2360.0,2072.0,2714.0,2672.0,1828.0,967.0,429.0,48.0,2.0
대구광역시 수성구 범어3동(2726053000),16445.0,16445.0,1937.0,2034.0,2114.0,2118.0,3230.0,2605.0,1286.0,731.0,327.0,55.0,8.0
대구광역시 수성구 범어4동(2726054000),18996.0,18996.0,1529.0,4263.0,1861.0,1302.0,4692.0,2752.0,1355.0,833.0,360.0,46.0,3.0
대구광역시 수성구 만촌1동(2726055000),23247.0,23247.0,1830.0,2533.0,2972.0,2367.0,3694.0,4102.0,3017.0,1757.0,865.0,107.0,3.0
대구광역시 수성구 만촌2동(2726056000),11488.0,11488.0,539.0,1169.0,1909.0,1208.0,1714.0,2095.0,1525.0,845.0,438.0,44.0,2.0
대구광역시 수성구 만촌3동(2726056100),20434.0,20434.0,1366.0,4031.0,2488.0,1422.0,4556.0,3423.0,1659.0,1009.0,428.0,50.0,2.0
대구광역시 수성구 수성1가동(2726057000),18767.0,18767.0,1290.0,2235.0,2224.0,1635.0,3209.0,3232.0,2287.0,1677.0,864.0,109.0,5.0
대구광역시 수성구 수성2.3가동(2726058000),12207.0,12207.0,1109.0,1745.0,1268.0,1151.0,2443.0,1832.0,1411.0,853.0,356.0,35.0,4.0
대구광역시 수성구 수성4가동(2726059000),15199.0,15199.0,862.0,1453.0,2130.0,1491.0,2223.0,2916.0,2147.0,1232.0,652.0,86.0,7.0
대구광역시 수성구 황금1동(2726060100),24417.0,24417.0,2097.0,4231.0,2700.0,2010.0,4922.0,4194.0,2406.0,1183.0,578.0,89.0,7.0
대구광역시 수성구 황금2동(2726060200),11147.0,11147.0,540.0,877.0,1746.0,1378.0,1783.0,1922.0,1507.0,947.0,394.0,51.0,2.0
대구광역시 수성구 중동(2726061000),11350.0,11350.0,735.0,739.0,1459.0,1535.0,1847.0,1944.0,1630.0,955.0,441.0,62.0,3.0
대구광역시 수성구 상동(2726062000),16938.0,16938.0,1046.0,1336.0,2108.0,2069.0,2507.0,2893.0,2660.0,1514.0,692.0,108.0,5.0
대구광역시 수성구 파동(2726063000),12821.0,12821.0,1001.0,993.0,1226.0,1525.0,1940.0,2016.0,2147.0,1332.0,548.0,86.0,7.0
대구광역시 수성구 두산동(2726064000),14257.0,14257.0,937.0,1149.0,2217.0,1870.0,2310.0,2757.0,1799.0,822.0,342.0,51.0,3.0
대구광역시 수성구 지산1동(2726065100),22584.0,22584.0,1005.0,1912.0,3319.0,2274.0,3184.0,4206.0,3498.0,2069.0,971.0,140.0,6.0
대구광역시 수성구 지산2동(2726065200),19171.0,19171.0,1106.0,1856.0,2563.0,1941.0,2838.0,3602.0,2926.0,1435.0,805.0,97.0,2.0
대구광역시 수성구 범물1동(2726066100),11661.0,11661.0,349.0,695.0,1367.0,946.0,1313.0,2197.0,2405.0,1509.0,770.0,106.0,4.0
대구광역시 수성구 범물2동(2726066200),17191.0,17191.0,1300.0,1936.0,2111.0,1784.0,2865.0,3144.0,2524.0,1021.0,433.0,70.0,3.0
대구광역시 수성구 고산1동(2726067000),31555.0,31555.0,2251.0,4769.0,4408.0,2821.0,5676.0,5861.0,3339.0,1522.0,796.0,107.0,5.0
대구광역시 수성구 고산2동(2726068000),27801.0,27801.0,1992.0,3311.0,3884.0,2899.0,4569.0,5117.0,3399.0,1659.0,847.0,118.0,6.0
대구광역시 수성구 고산3동(2726069000),34206.0,34206.0,2526.0,4256.0,4886.0,3421.0,5715.0,6789.0,3624.0,1804.0,1062.0,118.0,5.0
대구광역시 달서구 (2729000000),558631.0,558631.0,40273.0,55240.0,79273.0,66579.0,89441.0,103664.0,73333.0,34305.0,14706.0,1726.0,91.0
대구광역시 달서구 성당동(2729051500),24153.0,24153.0,1681.0,2025.0,2945.0,2838.0,3607.0,4246.0,3837.0,2061.0,817.0,86.0,10.0
대구광역시 달서구 두류1.2동(2729053500),14714.0,14714.0,595.0,730.0,2371.0,1885.0,1835.0,2582.0,2515.0,1515.0,619.0,61.0,6.0
대구광역시 달서구 두류3동(2729055000),8575.0,8575.0,389.0,568.0,1293.0,954.0,1142.0,1525.0,1382.0,876.0,404.0,37.0,5.0
대구광역시 달서구 감삼동(2729055500),27706.0,27706.0,2114.0,2310.0,4274.0,3767.0,4129.0,5194.0,3703.0,1589.0,553.0,71.0,2.0
대구광역시 달서구 죽전동(2729056300),14018.0,14018.0,643.0,978.0,2343.0,1742.0,1968.0,2820.0,2163.0,944.0,375.0,40.0,2.0
대구광역시 달서구 장기동(2729056800),17625.0,17625.0,1348.0,1666.0,2517.0,2267.0,2779.0,3378.0,2244.0,1017.0,364.0,42.0,3.0
대구광역시 달서구 용산1동(2729057100),31760.0,31760.0,2069.0,3567.0,5074.0,3376.0,5269.0,6683.0,3536.0,1512.0,617.0,55.0,2.0
대구광역시 달서구 용산2동(2729057200),29482.0,29482.0,1837.0,2972.0,4735.0,3353.0,4619.0,6538.0,3372.0,1382.0,606.0,66.0,2.0
대구광역시 달서구 이곡1동(2729057600),23698.0,23698.0,1337.0,2519.0,4151.0,2544.0,3755.0,5281.0,2502.0,1071.0,487.0,50.0,1.0
대구광역시 달서구 이곡2동(2729057700),16717.0,16717.0,878.0,1384.0,2564.0,2128.0,2373.0,3526.0,2582.0,894.0,347.0,41.0,0.0
대구광역시 달서구 신당동(2729058500),31942.0,31942.0,1425.0,2442.0,6783.0,3663.0,4572.0,6459.0,3740.0,1869.0,885.0,103.0,1.0
대구광역시 달서구 본리동(2729059000),22109.0,22109.0,2208.0,2198.0,2648.0,3166.0,4033.0,3799.0,2578.0,1041.0,389.0,44.0,5.0
대구광역시 달서구 월성1동(2729060100),43862.0,43862.0,5138.0,8311.0,4248.0,4599.0,10759.0,5972.0,2907.0,1302.0,546.0,72.0,8.0
대구광역시 달서구 월성2동(2729060200),16489.0,16489.0,612.0,1155.0,1787.0,1308.0,2295.0,3089.0,3125.0,2065.0,952.0,95.0,6.0
대구광역시 달서구 진천동(2729061500),76898.0,76898.0,8935.0,8384.0,9207.0,11418.0,13670.0,11940.0,8089.0,3608.0,1454.0,176.0,17.0
대구광역시 달서구 상인1동(2729062400),39385.0,39385.0,3000.0,4843.0,5340.0,4092.0,6439.0,7308.0,5088.0,2131.0,1004.0,135.0,5.0
대구광역시 달서구 상인2동(2729062500),20272.0,20272.0,1135.0,1470.0,3540.0,2856.0,2633.0,3844.0,2954.0,1235.0,530.0,72.0,3.0
대구광역시 달서구 상인3동(2729062600),11472.0,11472.0,371.0,600.0,1241.0,1085.0,1245.0,2259.0,2608.0,1351.0,625.0,86.0,1.0
대구광역시 달서구 도원동(2729062800),36436.0,36436.0,2305.0,3601.0,5099.0,3857.0,5245.0,7352.0,5582.0,2222.0,1048.0,124.0,1.0
대구광역시 달서구 송현1동(2729063000),19777.0,19777.0,854.0,1307.0,2929.0,2285.0,2718.0,3833.0,3281.0,1741.0,744.0,82.0,3.0
대구광역시 달서구 송현2동(2729064000),18476.0,18476.0,754.0,1243.0,2497.0,1927.0,2413.0,3442.0,3392.0,1825.0,857.0,118.0,8.0
대구광역시 달서구 본동(2729065000),13065.0,13065.0,645.0,967.0,1687.0,1469.0,1943.0,2594.0,2153.0,1054.0,483.0,70.0,0.0
대구광역시 달성군 (2771000000),259339.0,259339.0,29418.0,23923.0,29044.0,41698.0,43471.0,40851.0,29845.0,13988.0,6275.0,796.0,30.0
대구광역시 달성군 화원읍(2771025000),48166.0,48166.0,3278.0,4564.0,6380.0,5246.0,7160.0,9770.0,7040.0,3222.0,1323.0,173.0,10.0
대구광역시 달성군 논공읍(2771025300),4688.0,4688.0,273.0,177.0,487.0,570.0,576.0,928.0,901.0,477.0,263.0,35.0,1.0
대구광역시 달성군 논공읍공단출장소(2771025400),13799.0,13799.0,835.0,1459.0,1904.0,1423.0,2571.0,3018.0,1554.0,661.0,333.0,37.0,4.0
대구광역시 달성군 다사읍(2771025600),50783.0,50783.0,5989.0,5903.0,5714.0,7297.0,9562.0,7897.0,5133.0,2332.0,847.0,109.0,0.0
대구광역시 달성군 다사읍서재출장소(2771025700),38606.0,38606.0,6296.0,3433.0,3956.0,8519.0,7006.0,4977.0,2932.0,1092.0,348.0,45.0,2.0
대구광역시 달성군 유가읍(2771025900),29713.0,29713.0,5302.0,3407.0,2487.0,6298.0,5913.0,2929.0,2135.0,826.0,364.0,50.0,2.0
대구광역시 달성군 옥포읍(2771026200),25337.0,25337.0,2635.0,1766.0,2682.0,4061.0,3646.0,4297.0,3705.0,1749.0,716.0,80.0,0.0
대구광역시 달성군 현풍읍(2771026500),23310.0,23310.0,2477.0,1733.0,3145.0,4465.0,3621.0,3220.0,2592.0,1344.0,640.0,70.0,3.0
대구광역시 달성군 가창면(2771031000),7972.0,7972.0,411.0,495.0,679.0,657.0,956.0,1386.0,1647.0,1009.0,621.0,106.0,5.0
대구광역시 달성군 하빈면(2771033000),3702.0,3702.0,114.0,121.0,292.0,282.0,321.0,823.0,842.0,517.0,349.0,39.0,2.0
대구광역시 달성군 구지면(2771038000),13263.0,13263.0,1808.0,865.0,1318.0,2880.0,2139.0,1606.0,1364.0,759.0,471.0,52.0,1.0
인천광역시  (2800000000),2942828.0,2942828.0,228634.0,274162.0,401546.0,406146.0,483977.0,512167.0,367879.0,177503.0,77504.0,12341.0,969.0
인천광역시 중구 (2811000000),139729.0,139729.0,11895.0,12649.0,19133.0,21309.0,24596.0,20446.0,15926.0,9320.0,3762.0,612.0,81.0
인천광역시 중구 연안동(2811052000),6315.0,6315.0,238.0,354.0,649.0,606.0,856.0,1322.0,1287.0,648.0,294.0,57.0,4.0
인천광역시 중구 신포동(2811053000),5283.0,5283.0,253.0,360.0,546.0,529.0,822.0,892.0,847.0,652.0,320.0,54.0,8.0
인천광역시 중구 신흥동(2811054000),13329.0,13329.0,837.0,1133.0,1619.0,1606.0,2045.0,2314.0,1999.0,1193.0,501.0,76.0,6.0
인천광역시 중구 도원동(2811056000),4043.0,4043.0,137.0,278.0,444.0,383.0,560.0,741.0,738.0,529.0,196.0,34.0,3.0
인천광역시 중구 율목동(2811057000),3374.0,3374.0,107.0,204.0,375.0,297.0,498.0,644.0,611.0,440.0,163.0,32.0,3.0
인천광역시 중구 동인천동(2811058500),5928.0,5928.0,188.0,301.0,626.0,642.0,803.0,1120.0,1091.0,731.0,340.0,72.0,14.0
인천광역시 중구 북성동(2811060000),2871.0,2871.0,91.0,144.0,296.0,240.0,413.0,513.0,560.0,407.0,172.0,25.0,10.0
